classification	field	definition_file_line	consumer_file_line	runtime_effect_or_winner	recommended_disposition	marker
live	SM.Content.Definitions.SkillDefinitionAsset.PunishCluster	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:31	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:107	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:107	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.Radius	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:26	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:106	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:106	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.Range	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:23	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:68	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:68	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.RecruitNativeTags	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:65	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:45	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:45	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.RecruitPlanTags	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:66	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:51	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:51	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.RecruitScoutTags	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:67	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:57	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:57	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.RequiredClassTags	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:76	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:87	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:87	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.RequiredWeaponTags	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:75	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:86	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:86	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.RuleModifierTags	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:72	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:79	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:79	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.SlotKind	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:18	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:339	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:339	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.StartsOnCooldown	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:49	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:115	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:115	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.SummonProfile	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:69	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:97	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:97	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.SupportAllowedTags	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:73	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:84	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:84	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.SupportBlockedTags	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:74	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:85	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:85	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.SupportModifier	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:84	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:121	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:121	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.TargetRuleData	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:68	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:379	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ArchetypeConverter.cs:379	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SkillDefinitionAsset.TriggeredEffects	Assets/_Game/Scripts/Runtime/Content/Definitions/SkillDefinitionAsset.cs:81	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:170	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:170	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StableTagDefinition.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/StableTagDefinition.cs:10	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:68	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CatalogEntryConverter.cs:68	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusApplicationRule.DurationSeconds	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:15	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:177	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:177	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusApplicationRule.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:13	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:175	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:175	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusApplicationRule.Magnitude	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:16	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:178	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:178	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusApplicationRule.MaxStacks	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:18	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:179	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:179	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusApplicationRule.RefreshDurationOnReapply	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:19	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:180	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:180	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusApplicationRule.Scope	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:17	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:34	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:34	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusApplicationRule.StatusId	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:14	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:173	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/CampaignConverter.cs:173	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.AffectedByTenacity	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:38	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:20	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:20	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.AmplifiesIncomingDamage	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:67	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:37	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:37	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.AppliesPeriodicDamage	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:40	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:22	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:22	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.BlocksAction	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:64	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:36	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:36	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.BlocksActiveSkills	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:58	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:34	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:34	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.BlocksMovement	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:61	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:35	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:35	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.BudgetCard	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:86	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:29	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:29	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.CompileTags	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:97	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:25	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:25	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.DampensTempo	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:79	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:41	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:41	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.GrantsBarrierOnApply	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:52	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:32	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:32	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.GrantsGuardedDefense	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:70	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:38	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:38	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.GrantsUnstoppable	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:55	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:33	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:33	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.Group	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:35	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:17	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:17	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.Id	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:32	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ContentDefinitionRegistry.cs:296	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/ContentDefinitionRegistry.cs:296	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.IncomingDamageDelta	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:43	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:30	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:30	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.IsHardControl	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:36	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:18	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:18	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.IsRuleModifierOnly	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:87	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:24	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:24	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.MagnitudeScale	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:46	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:31	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:31	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.MagnitudeUnit	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:49	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:43	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:43	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.MarksTarget	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:82	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:42	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:42	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.ReducesHealing	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:76	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:40	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:40	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.ShredsDefense	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:73	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:39	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:39	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.TenacityScale	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:39	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:21	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:21	keep and preserve consumer evidence	-
live	SM.Content.Definitions.StatusFamilyDefinition.UsesControlDiminishing	Assets/_Game/Scripts/Runtime/Content/Definitions/StatusFamilyDefinition.cs:37	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:19	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/StatusConverter.cs:19	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SupportModifierSpec.AddedStatuses	Assets/_Game/Scripts/Runtime/Content/Definitions/SupportModifierSpec.cs:36	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:127	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:127	keep and preserve consumer evidence	-
live	SM.Content.Definitions.SupportModifierSpec.CastWindupMultiplier	Assets/_Game/Scripts/Runtime/Content/Definitions/SupportModifierSpec.cs:24	Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:144	named runtime consumer at Assets/_Game/Scripts/Runtime/Unity/ContentConversion/SkillConverter.cs:144	keep and preserve consumer evidence	-
